B094F6G77N,2022,3,16,ever used,highly recommend,best shampoo,worth the money,smells great,mega sleek,soft and shiny,curly hair,favorite shampoo,shampoos and conditioners,love this shampoo,shampoo ever,love the way,frizzy hair,small amount,color treated,makes my hair,really good,hair smooth,feel very soft,2022-03-16 00:23:49.202893
B00IW2AYN6,2022,3,16,fine hair,shampoo and conditioner,leaves my hair,volume bloom,best shampoo,highly recommend,goes a long,works well,little goes,every other day,great shampoo,long way,ever used,small amount,shampoo ever,blow dry,smells amazing,love this shampoo,adds volume,years ago,2022-03-16 00:23:55.649610
B00FZSB0Y2,2022,3,16,2022-03-16 00:23:59.807920
B079TH68RF,2022,3,16,herbal essences,mosa mint,smells amazing,smells great,white grapefruit,hair soft,fine hair,grapefruit and mosa,smells good,highly recommend,long time,real botanicals,love the scent,body envy,hair feeling,grapefruit and mint,feel like,little bit,lathers well,fresh and clean,2022-03-16 00:24:07.008243
B005DRXW9G,2022,3,16,2022-03-16 00:24:11.171637
B07XGVX19G,2022,3,16,2022-03-16 00:24:15.343206
B0011DP24Y,2022,3,16,avalon organics,plastic bag,sensitive skin,ever used,lather well,years ago,smells wonderful,allergic reaction,lavender smell,smells like,highly recommend,bad batch,organic shampoo,shampoo i have ever,love the scent,hair feeling,hair clean,tea tree,started using,twice as much,2022-03-16 00:24:22.970746
B084BW599K,2022,3,16,2022-03-16 00:24:27.148926
B07HRNLW6V,2022,3,16,2022-03-16 00:24:31.322392
B07KZTBMCG,2022,3,16,2022-03-16 00:24:35.480484
B093CWGR8R,2022,3,16,2022-03-16 00:24:47.172037
B088ZZYMK2,2022,3,16,2022-03-16 00:24:51.345899
B07XC8JFHS,2022,3,16,2022-03-16 00:24:55.515425
B097F9WTSP,2022,3,16,2022-03-16 00:24:59.685112
B08D7J83PZ,2022,3,16,dream lengths,long hair,split ends,smells good,hair soft,highly recommend,soft and shiny,tangle free,started using,isopropyl alcohol,best shampoo,castor oil,leave in conditioner,haircut cream,hair loss,hair feeling,elvive dream,feel like,year old,love this shampoo,2022-03-16 00:25:06.751977
B094KVYZSC,2022,3,16,2022-03-16 00:25:10.992158
B082ZQG9DW,2022,3,16,2022-03-16 00:25:15.152503
B0891843GC,2022,3,16,2022-03-16 00:25:19.332279
B07H3CZHJ5,2022,3,16,2022-03-16 00:25:23.503599
B075722WF1,2022,3,16,2022-03-16 00:25:27.687922
B0829WJWP9,2022,3,16,2022-03-16 00:25:31.911811
B01GN5UINY,2022,3,16,2022-03-16 00:25:36.065964
B07JHJRC9B,2022,3,16,2022-03-16 00:25:40.234529
B00C7QH98Q,2022,3,16,2022-03-16 00:25:44.407573
B01LY961X1,2022,3,16,2022-03-16 00:25:48.577474
B07KQQR78J,2022,3,16,2022-03-16 00:25:52.747997
B01IPNWC3G,2022,3,16,2022-03-16 00:25:56.917472
B099NTJ7C5,2022,3,16,2022-03-16 00:26:01.088689
B08MGL3536,2022,3,16,2022-03-16 00:26:05.257999
B078H4HXSM,2022,3,16,2022-03-16 00:26:09.424316
B004CQ5MVU,2022,3,16,2022-03-16 00:26:13.595566
B06VSZ69LL,2022,3,16,2022-03-16 00:26:17.760126
B08L8D93QB,2022,3,16,2022-03-16 00:26:21.917108
B08SSGQJS7,2022,3,16,2022-03-16 00:26:26.089088
B094RDRSYD,2022,3,16,2022-03-16 00:26:30.254274
B08BV1H54M,2022,3,16,2022-03-16 00:26:34.419540
B00J4EBBTW,2022,3,16,2022-03-16 00:26:38.589510
B0006ZEVUY,2022,3,16,2022-03-16 00:26:42.758272
B01CCK1B1C,2022,3,16,shampoo and conditioner,hair loss,thinning hair,mens cologne,every day,smells like,hair growth,new growth,waste your money,highly recommend,use the conditioner,great shampoo,fine thin,hair soft,itchy scalp,tried so many,best shampoo,like men,fine hair,works great,2022-03-16 00:26:50.202778
B07QC43VDY,2022,3,16,sulfate free,color treated,fine hair,paris everpure,treated hair,oreal paris,hair soft,lotus flower,everpure volume,everpure,smells like,works great,smells good,adds volume,fine thin,ever used,color-treated hair,feel like,small amount,love this shampoo,2022-03-16 00:26:56.822960
B0849L3675,2022,3,16,2022-03-16 00:27:00.987166
B01MA1FH6Q,2022,3,16,2022-03-16 00:27:05.155832
B08QLXVBFS,2022,3,16,2022-03-16 00:27:09.308285
B0891843GD,2022,3,16,highly recommend,strength cure,shampoo and conditioner,color treated,lathers up well,damaged hair,goes a long,long way,small amount,treated hair,spend the money,split ends,really like,sulfate free,makes my hair,strengthening shampoo,leaves my hair,super soft,need to use,hair soft,2022-03-16 00:27:16.595697
B01APTZQWW,2022,3,16,2022-03-16 00:27:20.774072
B00IXHXT0U,2022,3,16,2022-03-16 00:27:24.942658
B00P6QNB1I,2022,3,16,oily hair,greasy hair,every day,feel like,cooling sensation,worth the money,without washing,cooling mint,works great,excess oil,feeling clean,itchy scalp,couple weeks,really works,shampoo was really,salon quality,feels great,hair look,smells nice,great shampoo,2022-03-16 00:27:31.940334
B00OKQ0F4Q,2022,3,16,2022-03-16 00:27:36.112584
B08LY7Q2YC,2022,3,16,2022-03-16 00:27:40.283684
B00ZFNU71Y,2022,3,16,2022-03-16 00:27:44.459403
B0009OMNKM,2022,3,16,2022-03-16 00:27:48.625865
B01IPNWC3G,2022,3,16,2022-03-16 00:27:52.806865
B08MCHN4HL,2022,3,16,2022-03-16 00:27:56.973065
B08Y74R1NY,2022,3,16,squeaky clean,easy to use,cleans well,works great,night shadow,long time,double forest,last a long,salty soda,feel like,liquid shampoo,itchy scalp,short hair,eco friendly,sulfate free,conditioner bar,normal to oily,bora bora,tea tree,plastic free,2022-03-16 00:28:03.407518
B079M9XL94,2022,3,16,2022-03-16 00:28:07.613061
B086CP746H,2022,3,16,2022-03-16 00:28:11.830842
B07HMP33Q1,2022,3,16,love this shampoo,color treated,shampoo and conditioner,hair soft,leaves hair,dyed hair,treated hair,itchy scalp,dry hair,love love,smells great,smells pretty good,good love,wavy hair,shampoo also,shampoo smell,hair feeling,makes my hair,love the smell,hair color,2022-03-16 00:28:18.184325
B086CRQKYH,2022,3,16,2022-03-16 00:28:22.371021
B006XMHPF2,2022,3,16,2022-03-16 00:28:26.543945
B08918B4NQ,2022,3,16,2022-03-16 00:28:30.717703
B07H344SFQ,2022,3,16,shampoo and conditioner,color lock,every time,color treated,works well,treated hair,smells good,colored hair,wash my hair,love this shampoo,definitely recommend,smells great,dyed my hair,made my hair,color lasts,feel like,smells amazing,keeps the color,works great,leaves hair,2022-03-16 00:28:37.351796
B09SDHHYP5,2022,3,16,2022-03-16 00:28:41.511565
B072XSS496,2022,3,16,apple cider,transition period,cider vinegar,vinegar rinse,yellow bird,shampoo bars,every other day,really wanted,love this shampoo,works great,eco friendly,squeaky clean,wanted to like,tea tree,waxy residue,washing my hair,smells nice,grapefruit rosemary,acv rinse,started using,2022-03-16 00:28:48.090082
B0009KN8UA,2022,3,16,head and shoulders,coal tar,smells like,dry scalp,seborrheic dermatitis,every day,highly recommend,times a week,tea tree,twice a week,rid of dandruff,scalp psoriasis,moth balls,tried many,selsun blue,flaky scalp,long time,really bad,use it every,itchy and flaky,2022-03-16 00:28:54.578176
B07KX5ZT2K,2022,3,16,2022-03-16 00:28:58.737997
B00KMW57MC,2022,3,16,2022-03-16 00:29:02.907019
B083B8GRKK,2022,3,16,2022-03-16 00:29:07.078837
B09K4RGMLD,2022,3,16,2022-03-16 00:29:11.252538
B086CRQKYH,2022,3,16,2022-03-16 00:29:15.417641
B091V9TL6R,2022,3,16,2022-03-16 00:29:19.586180
B093CRX23W,2022,3,16,2022-03-16 00:29:31.138439
B089HNXRJY,2022,3,16,2022-03-16 00:29:35.309494
B07D45BLS5,2022,3,16,2022-03-16 00:29:39.482038
B00BJ0LFEA,2022,3,16,2022-03-16 00:29:43.648760
B07GZYV5ZX,2022,3,16,2022-03-16 00:29:47.819842
B08SSCH7YS,2022,3,16,2022-03-16 00:29:51.981075
B017GGC9BI,2022,3,16,2022-03-16 00:29:56.153153
B07MFFDK7Z,2022,3,16,2022-03-16 00:30:00.329105
B07QD2PXHG,2022,3,16,2022-03-16 00:30:04.494890
B09BJFHSVT,2022,3,16,2022-03-16 00:30:08.663695
B08N6FZNCW,2022,3,16,2022-03-16 00:30:14.924424
B07MYCXKGG,2022,3,16,2022-03-16 00:30:19.097320
B00TYAGMP4,2022,3,16,2022-03-16 00:30:23.268102
B07NDMPFYW,2022,3,16,2022-03-16 00:30:27.434509
B09F8NSHB4,2022,3,16,2022-03-16 00:30:31.599323
B00ALV8EL0,2022,3,16,fine hair,shampoo and conditioner,weightless moisture,hydralight weightless,goes a long,highly recommend,without weighing,next day,long way,oily hair,hydralight,conditioning foam,love this shampoo,work well,little goes,items in the same box,used nexxus for years,alv8ejw,alv8ekq,small amount,2022-03-16 00:30:38.355598
B0829M59K8,2022,3,16,2022-03-16 00:30:42.517804
B09TYJ4J3L,2022,3,16,2022-03-16 00:30:46.684906
B0829MMPJC,2022,3,16,2022-03-16 00:30:50.859833
B07FTFPXWW,2022,3,16,2022-03-16 00:30:55.031201
B0924BKYWL,2022,3,16,2022-03-16 00:30:59.198433
B07PCX5Q65,2022,3,16,2022-03-16 00:31:03.370834
B002N5MKLW,2022,3,16,2022-03-16 00:31:07.551394
B087CY8B2R,2022,3,16,argan oil,long hair,great shampoo,makes your hair,hair soft,like this shampoo,pump,healthy,scent,thicker,moisturizing,natural,smell,2022-03-16 00:31:13.915240
B07QZDMVHF,2022,3,16,2022-03-16 00:31:18.097832
B09FHLF8YT,2022,3,16,2022-03-16 00:31:22.267116
B00TK0XN14,2022,3,16,2022-03-16 00:31:26.437584
B07NXT9746,2022,3,16,2022-03-16 00:31:30.611033
B01N3O3YUV,2022,3,16,2022-03-16 00:31:34.782336
B013TY7VIW,2022,3,16,2022-03-16 00:31:38.961712
B078NGMYHG,2022,3,16,2022-03-16 00:31:43.131773
B095XKLVJW,2022,3,16,2022-03-16 00:31:49.507786
B093QKX3T9,2022,3,16,2022-03-16 00:31:53.675696
B0891C7XFY,2022,3,16,2022-03-16 00:31:57.833709
B00U1JHWR4,2022,3,16,love this shampoo,shampoo and conditioner,makes my hair,curly hair,hair soft,long way,leaves my hair,highly recommend,goes a long,works well,sample in my birchbox,feel like,fell in love,filled to the top,hair is clean,also use,super soft,frizzy hair,ever used,soft and smooth,2022-03-16 00:32:04.581426
B0942CPCR1,2022,3,16,shampoo bars,last as long,smells great,wash my hair,lather on my hands,leaves my hair,whole blends,pleasantly surprised,lathers well,smells good,works great,bar shampoo,perfect travel,every day,give it a try,smells amazing,really like,wanted to try,bar soap,easy to use,2022-03-16 00:32:10.829729
B01KNWRJY4,2022,3,16,2022-03-16 00:32:16.858249
B01INE0PTU,2022,3,16,2022-03-16 00:32:21.043291
B0165GYJKY,2022,3,16,curly hair,goes a long,long way,little goes,makes my hair,shampoo and conditioner,love this shampoo,best shampoo,hair feel,smells like,use so much,love curl,great shampoo,curl shampoo,hair soft,wavy hair,shampoo use,bottle,dry,curls,2022-03-16 00:32:27.225621
B089R49FSS,2022,3,16,2022-03-16 00:32:31.413276
B07XC8JFHS,2022,3,16,2022-03-16 00:32:35.584435
B00YZIOND8,2022,3,16,2022-03-16 00:32:39.742230
B015UVKKSU,2022,3,16,2022-03-16 00:32:43.914599
B01D3L3VS0,2022,3,16,2022-03-16 00:32:48.067792
B00KGH913O,2022,3,16,2022-03-16 00:32:52.237079
B0829MMPJC,2022,3,16,2022-03-16 00:32:56.410283
B08P5Y9KQG,2022,3,16,2022-03-16 00:33:00.583029
B0851NDDGD,2022,3,16,2022-03-16 00:33:04.753783
B09J68HWGH,2022,3,16,2022-03-16 00:33:08.926564
B0098QPV3I,2022,3,16,2022-03-16 00:33:13.100889
B08RYZNG79,2022,3,16,2022-03-16 00:33:17.276257
B00WDR9SZQ,2022,3,16,2022-03-16 00:33:21.447287
B095PVG9GJ,2022,3,16,shampoo and conditioner,conditioner bars,easy to use,last a long,works well,long time,conditioning bar,shampoo and conditioner bars,plastic bottles,sulfate free,little bit,pleasantly surprised,wanted to try,worth the money,dry but not damaged,really like,plastic waste,bar lathers,better for the environment,definitely recommend,2022-03-16 00:33:27.965997
B01696PW3I,2022,3,16,2022-03-16 00:33:32.133569
B073WG4NHY,2022,3,16,2022-03-16 00:33:36.303630
B09HWHV53J,2022,3,16,2022-03-16 00:33:40.469034
B09HJLYKWB,2022,3,16,2022-03-16 00:33:44.640733
B07HZ1QMVP,2022,3,16,2022-03-16 00:33:48.812333
B08P1V2SG4,2022,3,16,2022-03-16 00:33:52.985151
B000W5K1E8,2022,3,16,2022-03-16 00:34:04.629679
B00JAHVSNM,2022,3,16,color treated,treated hair,shampoo and conditioner,best shampoo,love this shampoo,hair soft,long time,travel size,sulfate free,really like,goes a long,love the smell,long way,great shampoo,hair feeling,many years,worth the money,soft and shiny,every day,works well,2022-03-16 00:34:11.439165
B084JJZY7Y,2022,3,16,2022-03-16 00:34:15.596305
B00OOUSJ0A,2022,3,16,2022-03-16 00:34:19.769811
B005IHT8KI,2022,3,16,2022-03-16 00:34:23.917166
B083C4WCLT,2022,3,16,2022-03-16 00:34:28.084467
B071WWK11X,2022,3,16,2022-03-16 00:34:32.256271
B018B8PRBE,2022,3,16,2022-03-16 00:34:36.433458
B07JQHHTSS,2022,3,16,2022-03-16 00:34:40.603587
B0923T1LSK,2022,3,16,2022-03-16 00:34:44.773837
B0143J7I76,2022,3,16,color treated,leaves my hair,treated hair,love this shampoo,makes my hair,hair soft,shampoo and conditioner,hair feel,color last,bottle says matrix shampoo,shampoo bottle,dry,scent,colored,shampoos,smell,salon,shiny,authentic,fantastic,2022-03-16 00:34:51.217678
B01FQ4BAY4,2022,3,16,2022-03-16 00:34:55.401298
B077DZVJHX,2022,3,16,2022-03-16 00:34:59.578165
B084C2PC69,2022,3,16,2022-03-16 00:35:03.743869
B08PCLM61W,2022,3,16,2022-03-16 00:35:07.916643
B084BVTRPR,2022,3,16,2022-03-16 00:35:12.071804
B0944BQBTH,2022,3,16,2022-03-16 00:35:16.242982
B08JMDH6X4,2022,3,16,2022-03-16 00:35:20.413187
B08VWCZYZ6,2022,3,16,2022-03-16 00:35:24.587959
B00OKME7S0,2022,3,16,small amount,leaves my hair,makes my hair,colored hair,best shampoo,soft and silky,color treated,love this shampoo,little goes,goes a long,long way,every day,highly recommend,really like,shampoo and conditioner,worth the price,hair feels,anything else,soft and manageable,treated hair,2022-03-16 00:35:31.250495
B07NF994VJ,2022,3,16,2022-03-16 00:35:35.426574
B007KWXGZ2,2022,3,16,2022-03-16 00:35:39.595297
B08KSKBHH6,2022,3,16,infuse red,red hair,color infuse,help keep,sulfate free,times a week,tressa watercolors,stain your hands,color depositing,dyed my hair,works great,like straw,color treated,use conditioner,careful when using,keeping the red,couple washes,saw any real difference,works well,wash my hair,2022-03-16 00:35:46.053299
B09Q4KHTXS,2022,3,16,2022-03-16 00:35:52.300267
B08PCH3PBL,2022,3,16,2022-03-16 00:35:56.541759
B00WXILJB6,2022,3,16,2022-03-16 00:36:00.731990
B07XD5MF8T,2022,3,16,2022-03-16 00:36:04.920415
B00JZ1N98U,2022,3,16,2022-03-16 00:36:09.111158
B011LVBSP2,2022,3,16,2022-03-16 00:36:13.298123
B0143R13RY,2022,3,16,fine hair,thin hair,feel clean,started using,great shampoo,goes a long,love this shampoo,used it several,small amount,adds volume,long way,shampoo and conditioner,much better,baby fine,volume shampoo,clean used,makes my hair,works great,hair feel,dried my hair,2022-03-16 00:36:19.878924
B07THD89S3,2022,3,16,2022-03-16 00:36:24.046661
B07CK88D9B,2022,3,16,2022-03-16 00:36:28.214190
B07P547Z3F,2022,3,16,2022-03-16 00:36:32.401131
B0896PJVC4,2022,3,16,2022-03-16 00:36:36.588798
B073RRTZ66,2022,3,16,2022-03-16 00:36:40.799659
B08Q7P2J2M,2022,3,16,2022-03-16 00:36:44.980333
B00BSE4HXI,2022,3,16,2022-03-16 00:36:49.161374
B01MFF7A02,2022,3,16,2022-03-16 00:36:53.348634
B07D45BLS5,2022,3,16,2022-03-16 00:36:57.539569
B0941YDPSW,2022,3,16,2022-03-16 00:37:01.723063
B074PY4QJC,2022,3,16,2022-03-16 00:37:05.908659
B09PJ4HWCP,2022,3,16,2022-03-16 00:37:10.097324
B08P5Z1RP3,2022,3,16,2022-03-16 00:37:14.285361
B07JJ2CG7L,2022,3,16,2022-03-16 00:37:18.472098
B086CNXQ4C,2022,3,16,2022-03-16 00:37:22.659009
B07CJ61BD1,2022,3,16,2022-03-16 00:37:26.845639
B013X3IAU2,2022,3,16,hair loss,shampoo and conditioner,hair fall,gold label,thinning hair,waste of money,argan oil,every day,hair growth,see results,highly recommend,loss prevention,tea tree,new growth,organic argan,see a difference,amount of hair,natural ingredients,therapy shampoo,every time,2022-03-16 00:37:33.424657
B0891843GD,2022,3,16,2022-03-16 00:37:37.596785
B08L8B421V,2022,3,16,brown hair,dark brown,light brown,highly recommend,stain your hands,let it sit,dry hair,brassy orange,works great,purple shampoos,color balance,blond highlights,see a difference,huge difference,ash brown,little bit,blonde hair,color treated,shimmer lights,orange brassy,2022-03-16 00:37:44.165327
B00JB2RFL0,2022,3,16,2022-03-16 00:37:48.350039
B079ZYYNJ8,2022,3,16,2022-03-16 00:37:52.537179
B09GTX8NXW,2022,3,16,2022-03-16 00:37:56.727033
B0882JHCTC,2022,3,16,2022-03-16 00:38:00.916334
B07XBRNWB4,2022,3,16,2022-03-16 00:38:05.100538
B00014DKB6,2022,3,16,2022-03-16 00:38:09.285183
B08SSPQGZW,2022,3,16,extreme length,length shampoo,shampoo and conditioner,split ends,smells good,started using,hair growth,help strengthen,highly recommend,fine and thin,big difference,trying to grow,shampoo is clear,hair grow,smells like,hair loss,hair feeling,great shampoo,using the redken extreme,long hair,2022-03-16 00:38:16.130991
B097NDWTJX,2022,3,16,2022-03-16 00:38:20.327194
B073FG4J8D,2022,3,16,2022-03-16 00:38:24.509502
B0012IW8V8,2022,3,16,2022-03-16 00:38:28.694438
B09C2QNHS4,2022,3,16,2022-03-16 00:38:32.878700
B08N7VDKB8,2022,3,16,2022-03-16 00:38:44.344545
B00B2B2VGW,2022,3,16,hair loss,smells great,growing back,long way,highly recommend,recommend this to anyone,little bit,years ago,see results,continue to use,started using,new growth,even better,see the new,shampoo for several years,hair recovery,definitely recommend,hair growing,hair growth,baby hair,2022-03-16 00:38:50.654858
B01E9I08PA,2022,3,16,2022-03-16 00:38:54.848430
B06XP517H4,2022,3,16,2022-03-16 00:38:59.036496
B08RW459JB,2022,3,16,2022-03-16 00:39:03.224402
B08668D171,2022,3,16,2022-03-16 00:39:07.410166
B079SLK5MR,2022,3,16,2022-03-16 00:39:11.611018
B078WZZW2J,2022,3,16,2022-03-16 00:39:15.796153
B09F8N1LW9,2022,3,16,2022-03-16 00:39:19.982752
B08L6ST3QF,2022,3,16,2022-03-16 00:39:24.169288
B08W8Q7NBS,2022,3,16,2022-03-16 00:39:28.358690
B01NGYZAI4,2022,3,16,2022-03-16 00:39:32.544961
B01MG7RBPG,2022,3,16,2022-03-16 00:39:36.720115
B01MT6RJRU,2022,3,16,2022-03-16 00:39:40.897418
B07JDPSYM6,2022,3,16,2022-03-16 00:39:45.081717
B00DH22OMU,2022,3,16,2022-03-16 00:39:49.272115
B09P7ZPZ3W,2022,3,16,2022-03-16 00:39:53.459513
B0748BQVGL,2022,3,16,2022-03-16 00:39:57.645224
B07TDR1H6H,2022,3,16,dark oil,love love love,highly recommend,dry hair,smells great,smells amazing,soft and shiny,hair soft,ever used,shampoo and conditioner,long way,makes my hair,blow dry,smells good,flat iron,shoulder length,run my fingers,good deal,hair dresser,goes a long,2022-03-16 00:40:04.880432
B015ZOXXS6,2022,3,16,2022-03-16 00:40:09.077399
B00D5S65HQ,2022,3,16,2022-03-16 00:40:15.088328
B004ISW5YY,2022,3,16,2022-03-16 00:40:19.336607
B000TGC8D2,2022,3,16,2022-03-16 00:40:23.525296
B08N6H4JX5,2022,3,16,leaves my hair,colored hair,shampoo and conditioner,greasy,shampoos,bottle,sexy,smell,2022-03-16 00:40:29.917333
B076S4RTR7,2022,3,16,2022-03-16 00:40:34.140623
B01IHVAUI0,2022,3,16,2022-03-16 00:40:38.326639
B00IT654HG,2022,3,16,gray hair,love this shampoo,makes my hair,silver hair,white hair,noticed,yellow,compliments,difference,shampoos,shiny,grey,purple,shine,silvery,2022-03-16 00:40:44.441469
B09BDG5QNR,2022,3,16,2022-03-16 00:40:50.403275
B01APLULUC,2022,3,16,2022-03-16 00:40:54.633841
B09424YQJR,2022,3,16,2022-03-16 00:40:58.853012
B001NFMM8E,2022,3,16,2022-03-16 00:41:03.044465
B01LYU99RO,2022,3,16,highly recommend,every other day,hair growth,started using,hairdresser recommended,long way,hair loss,evolve unisex,new growth,wait to see,goes a long,flat iron,times a week,hair soft,really works,soft and shiny,hair grow,smells like,little goes,smells good,2022-03-16 00:41:09.901429
B07K2GHV62,2022,3,16,2022-03-16 00:41:14.084025
B00C5AHTAC,2022,3,16,2022-03-16 00:41:18.263416
B06XZR1KWK,2022,3,16,2022-03-16 00:41:22.457777
B09DVYZJ4Y,2022,3,16,2022-03-16 00:41:26.644092
B01619SJ74,2022,3,16,2022-03-16 00:41:30.828062
B0829PZH7X,2022,3,16,2022-03-16 00:41:35.005986
B096SY8Q78,2022,3,16,2022-03-16 00:41:39.203482
B07XGTMQLF,2022,3,16,2022-03-16 00:41:43.386082
B083L9RK6N,2022,3,16,2022-03-16 00:41:47.572660
B01LVXFO0X,2022,3,16,curly hair,curl enhancing,little goes,naturally curly,long way,goes a long,enhancing shampoo,wet hair,feel like,need much,shampoo smells,smells good,use this with the conditioner,great shampoo,love this shampoo,use this shampoo,long hair,hair has natural looking curls,shampoo for natural curls,smell,2022-03-16 00:41:53.804329
B09RWLQJYB,2022,3,16,2022-03-16 00:41:57.992149
B01HQCGYDQ,2022,3,16,best purple,purple shampoos,leave it on too long,blonde hair,milkshake,smells good,shampoo ever,brassy tones,highly recommend,let it sit,little goes,wear gloves,tried many,regular shampoo,goes a long,twice a week,left on for 15 minutes,smells amazing,long way,use it once a week,2022-03-16 00:42:04.596872
B074Q417W2,2022,3,16,2022-03-16 00:42:08.794144
B000MJ79R6,2022,3,16,2022-03-16 00:42:12.977265
B005KMG9PI,2022,3,16,2022-03-16 00:42:17.187272
B00AUTL1MC,2022,3,16,sexy hair,big sexy,shampoo and conditioner,sulfate free,much volume,hair feel,adds volume,leaves hair,smells great,feel like,hair spray,made my hair,love this shampoo,hair down and caused,conditioner in my hair,bottle,dry,container,leaked,pink,2022-03-16 00:42:23.766003
B000FGC99Y,2022,3,16,2022-03-16 00:42:27.944033
B08476RBKY,2022,3,16,2022-03-16 00:42:32.129969
B096Y8YCXY,2022,3,16,2022-03-16 00:42:36.320130
B08SXSWC7Y,2022,3,16,2022-03-16 00:42:40.507247
B06ZZ6CDY1,2022,3,16,2022-03-16 00:42:44.700070
B00OOVKJW0,2022,3,16,2022-03-16 00:42:48.875201
B097F9X82M,2022,3,16,2022-03-16 00:42:53.050190
B084QXFXQ2,2022,3,16,2022-03-16 00:42:57.247813
B071KMQY8L,2022,3,16,2022-03-16 00:43:04.342502
B07TGFKTJN,2022,3,16,2022-03-16 00:43:08.539790
B094F914T6,2022,3,16,2022-03-16 00:43:13.227695
B00IK1CJZU,2022,3,16,2022-03-16 00:43:17.431197
B06WGN3JXJ,2022,3,16,2022-03-16 00:43:29.133740
B07XGCY8NY,2022,3,16,coconut water,leaves my hair,moisturizing shampoo,cruelty free,sulfate free,water based,well and leaves,dry hair,feeling soft,soft and shiny,really well,clean and fresh,hair feeling,smells amazing,high quality,highly recommend,hair soft,great shampoo,lathers easily,paraben free,2022-03-16 00:43:36.627315
B08SSM21R4,2022,3,16,2022-03-16 00:43:40.806815
B0859V5X1L,2022,3,16,2022-03-16 00:43:45.113793
B07TGFKTJN,2022,3,16,2022-03-16 00:43:49.316004
B07FTJDF2S,2022,3,16,2022-03-16 00:43:53.511535
B08NCTBWSL,2022,3,16,2022-03-16 00:43:57.698789
B07QD2QGQN,2022,3,16,2022-03-16 00:44:01.884292
B01MRG37D1,2022,3,16,2022-03-16 00:44:06.066855
B00I1OTTJK,2022,3,16,2022-03-16 00:44:10.258295
B06XTG99F9,2022,3,16,2022-03-16 00:44:14.446932
B002KG28PW,2022,3,16,2022-03-16 00:44:18.632635
B001I7UWFC,2022,3,16,2022-03-16 00:44:22.823564
B004PTBFHY,2022,3,16,2022-03-16 00:44:27.007608
B0106LCUBE,2022,3,16,2022-03-16 00:44:31.194145
B009V0Z4T2,2022,3,16,2022-03-16 00:44:35.368040
B09GV59F85,2022,3,16,2022-03-16 00:44:39.527461
B09Q8FVFKH,2022,3,16,2022-03-16 00:44:43.691823
B071NLWMJV,2022,3,16,2022-03-16 00:44:47.854234
B017O4FX7E,2022,3,16,2022-03-16 00:44:52.010210
B07CBFPLYG,2022,3,16,2022-03-16 00:44:56.193744
B00QRSNW40,2022,3,16,2022-03-16 00:45:00.370566
B09CW5XLWR,2022,3,16,2022-03-16 00:45:04.538021
B07XGVX195,2022,3,16,2022-03-16 00:45:08.706976
B08F7HFV1G,2022,3,16,2022-03-16 00:45:12.876691
B07KFNXSSH,2022,3,16,2022-03-16 00:45:17.048727
B095DDGFM2,2022,3,16,2022-03-16 00:45:21.208075
B08HY9J2Q2,2022,3,16,2022-03-16 00:45:25.367276
B007Q28F3Y,2022,3,16,2022-03-16 00:45:29.516319
B0094Z1VSC,2022,3,16,2022-03-16 00:45:33.681969
B076S6KMY9,2022,3,16,2022-03-16 00:45:37.859347
B089VYQ2JZ,2022,3,16,2022-03-16 00:45:42.027397
B088KN1PZR,2022,3,16,2022-03-16 00:45:46.205683
B08NZS39ZM,2022,3,16,2022-03-16 00:45:50.372167
B0007NIRSC,2022,3,16,2022-03-16 00:45:54.548556
B09KT1DXWS,2022,3,16,2022-03-16 00:45:58.698835
B08QQ96B7T,2022,3,16,2022-03-16 00:46:02.876624
B0941YFGS2,2022,3,16,2022-03-16 00:46:07.047677
B000VHFT4Y,2022,3,16,2022-03-16 00:46:13.571646
B08SSRQW2V,2022,3,16,2022-03-16 00:46:17.769738
B07HV628TD,2022,3,16,2022-03-16 00:46:21.925747
B001B3RFK8,2022,3,16,2022-03-16 00:46:26.098957
B07BVGYN5M,2022,3,16,2022-03-16 00:46:30.261110
B079KMQW8L,2022,3,16,2022-03-16 00:46:34.433447
B083JP1SLS,2022,3,16,2022-03-16 00:46:38.604443
B07RG6H7YS,2022,3,16,2022-03-16 00:46:42.776525
B075PJ9XBR,2022,3,16,2022-03-16 00:46:46.945044
B00DPNKDR4,2022,3,16,2022-03-16 00:46:51.166699
B08HY8K9G4,2022,3,16,2022-03-16 00:46:55.335541
B0823HC74S,2022,3,16,2022-03-16 00:46:59.504523
B076Q78N32,2022,3,16,2022-03-16 00:47:03.671717
B000TGEJT8,2022,3,16,2022-03-16 00:47:07.848030
B082Q61BS5,2022,3,16,2022-03-16 00:47:12.014041
B096WYTRP1,2022,3,16,2022-03-16 00:47:16.186039
B09DTNVM7S,2022,3,16,2022-03-16 00:47:20.354884
B097MNC6J2,2022,3,16,2022-03-16 00:47:26.523489
B00RWCDM4A,2022,3,16,2022-03-16 00:47:30.771628
B00GMNZ1Z8,2022,3,16,2022-03-16 00:47:34.940678
B08JRW37RS,2022,3,16,2022-03-16 00:47:39.117201
B08G2SPJYS,2022,3,16,2022-03-16 00:47:43.302120
B06WP3NCTG,2022,3,16,kenra platinum,makes my hair,best shampoo,colored hair,shampoo and conditioner,feel like,hair so soft,bottle,watered,salon,pump,seller,dry,purchasing,shiny,smooth,thin,2022-03-16 00:47:57.225313
B008A1R6NK,2022,3,16,2022-03-16 00:48:01.405376
